publication.year,source.title,eh,n_articles,ave_authors,sd_authors,tot_cite,ave_cite,sd_cite,M_cit,keywords,top1keyword,top2keyword,top3keyword,n_keywords,keyword_entropy,funders,top1funder,top2funder,top3funder,n_funding,n_econometric_margo,n_econometric_other,country,continent,new_keywords
2021,ECONOMIC MODELLING,0,1,2,NA,2,2,NA,2,TIME-SERIES;  UNIT-ROOT;  GRAIN MARKETS;  INTEGRATION;  LAW,GRAIN MARKETS,INTEGRATION,LAW,5,-0,,None,None,None,0,0,1,United States,N. America,0
2021,ECONOMICS LETTERS,0,2,1,0,2,1,1.4142135623730951,2,INFLATION-EXPECTATIONS,INFLATION-EXPECTATIONS,None,None,1,-0,,None,None,None,0,0,0,United States,N. America,1
2021,EUROPEAN ECONOMIC REVIEW,0,2,2.5,0.7071067811865476,4,2,1.4142135623730951,3,GOVERNMENT;  POLICY;  TRANSMISSION;  STIMULUS;  SHOCKS; HUMAN-RIGHTS;  INTERNATIONAL TERRORISM;  HEALTH EXPENDITURES;  REPRESSION;  TRADE;  INSTRUMENTS;  ECONOMICS;  WORLD;  COUNTERTERRORISM;  CORRUPTION,CORRUPTION,COUNTERTERRORISM,ECONOMICS,15,-0,,None,None,None,0,0,2,United States,N. America,5
2021,EUROPEAN JOURNAL OF POLITICAL ECONOMY,0,3,2,1,9,3,2.6457513110645907,6,GREAT REFORM ACT;  EUROPE;  EXPANSION;  VARIABLES;  SIZE;  RISE; POLITICAL-ECONOMY;  AGGREGATE DEMAND;  EMPLOYMENT; INTERNATIONAL MIGRATION;  ASYLUM-SEEKERS;  CLIMATE-CHANGE;  REFUGEES;  SELECTION;  CONFLICT;  DETERMINANTS;  INFORMATION,AGGREGATE DEMAND,ASYLUM-SEEKERS,CLIMATE-CHANGE,17,-0,,None,None,None,0,0,2,United States,N. America,2
2021,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,17,1.7058823529411764,0.46966821831386224,30,4.285714285714286,4.572172558506723,13,REVOLUTION;  EDUCATION; DECLINE;  EUROPE; GENERAL-PURPOSE TECHNOLOGY;  RURAL ELECTRIFICATION;  STEAM ENGINE;  GEOGRAPHY;  US;  SPILLOVERS;  EMPLOYMENT;  INNOVATION;  IMPACT; EXCHANGE-RATE REGIMES;  INTERNATIONAL-TRADE;  ECONOMIC-GROWTH;  BUENOS-AIRES;  WORLD-TRADE;  1ST WAVE;  GRAVITY;  GLOBALIZATION;  INTEGRATION;  SPILLOVERS; FRANCE;  DIVERGENCE;  INCOME;  CENTURIES;  ENGLAND;  WAGES,SPILLOVERS,1ST WAVE,BUENOS-AIRES,29,-0,,None,None,None,0,1,5,United States,N. America,2
2021,EXPLORATIONS IN ECONOMIC HISTORY,1,17,2.411764705882353,1.0036697371030328,66,5.5,3.3439225741362764,10,GOLD-COAST;  RUBBER TRADE;  AFRICA;  GROWTH;  ASANTE;  AGRICULTURE;  ORIGINS;  HISTORY;  WELFARE;  WAGES; ENGLAND; ORIGINS;  BIOGEOGRAPHY;  DIFFUSION;  ROOTS; LABOR;  LAW; SELF-SELECTION;  UNITED-STATES;  ECONOMIC OUTCOMES;  LABOR-MARKET;  IMMIGRANTS;  INCOME;  EARNINGS;  MIGRANTS;  MOBILITY;  NATION; INVENTIVE ACTIVITY;  COTTON TEXTILES;  UNITED-STATES;  ENGLAND;  ENTREPRENEURSHIP;  POISSON;  RENEWAL;  RECORDS;  WAVES;  AGE; STATE;  EUROPE;  RISE; PRICE REVOLUTION;  MONETARY;  ENGLAND;  SPAIN;  CIRCULATION;  SEIGNIORAGE;  POPULATION;  VELOCITY;  WAGES; UNITED-STATES;  AMERICAN;  INEQUALITY;  COLONY;  WEALTH;  TRADE; REAL-ESTATE PRICES;  MARKET;  INDEX;  REGRESSION;  WAGES;  END; DIFFUSION;  ORIGINS; MORTALITY;  INTERMITTENT;  QUALITY;  INFRASTRUCTURE;  IMPROVEMENTS;  DECLINE,WAGES,ENGLAND,ORIGINS,69,-0,,None,None,None,0,1,9,United States,N. America,4
2021,HISTORICAL METHODS,1,9,1.8888888888888888,0.7817359599705717,17,2.4285714285714284,2.370453040886408,7,LIFE;  SATISFACTION;  NEWSPAPERS;  CULTURE;  HISTORY;  WAGES; BRITAIN HISTORICAL GIS;  FRENCH RAILWAY NETWORK;  TIME; TRADE;  EXTENSION; EPIDEMIOLOGIC TRANSITION;  CONCEPTION;  FAMINE;  RATES;  CITY; VICTORIAN-ENGLAND;  FARM SERVICE;  WALES;  LABOR;  MORTALITY;  MARRIAGE; HISTORY-MANIFESTO;  AHR-EXCHANGE,AHR-EXCHANGE,CITY,CONCEPTION,24,-0,,None,None,None,0,0,3,United States,N. America,7
2021,JOURNAL OF DEVELOPMENT ECONOMICS,0,3,1.6666666666666667,1.1547005383792517,12,6,8.48528137423857,12,PROPERTY-RIGHTS;  LINEAGE ORGANIZATION;  GENDER;  MARRIAGE;  KINSHIP;  LAND;  CONSEQUENCES;  FERTILITY;  EDUCATION;  CONFLICT; AGE;  PARTITION;  VIOLENCE,CONFLICT,CONSEQUENCES,EDUCATION,13,-0,,None,None,None,0,0,2,United States,N. America,1
2021,JOURNAL OF ECONOMIC LITERATURE,0,6,1.8333333333333335,1.6020819787597222,48,12,20.800641015763592,43,ONE-SIDED VIOLENCE;  CIVIL-WAR;  SOCIAL-NETWORK;  COLLECTIVE ACTION;  PEACE OPERATIONS;  DARK SIDE;  GENOCIDE;  STATE;  CONFLICT;  RESCUE; MISSING WOMEN;  MARITAL FERTILITY;  POPULATION;  BIRTH;  PILL;  POWER; INTERGENERATIONAL OCCUPATIONAL-MOBILITY;  ECONOMIC OUTCOMES;  GREAT MIGRATION;  UNITED-STATES;  SELF-SELECTION;  AGE;  CENSUS;  IMMIGRANTS;  SAMPLE;  POOR,AGE,BIRTH,CENSUS,26,-0,,None,None,None,0,1,3,United States,N. America,3
2021,JOURNAL OF ECONOMIC PERSPECTIVES,0,3,2.3333333333333335,0.5773502691896258,56,18.666666666666668,17.15614564327703,37,LABOR-STANDARDS-ACT;  FAST-FOOD INDUSTRY;  NEW-JERSEY;  EMPLOYMENT;  LEGISLATION;  PENNSYLVANIA;  ECONOMICS; REPUTATION;  PRIVATE; MORTALITY;  CARE,CARE,ECONOMICS,EMPLOYMENT,11,-0,,None,None,None,0,0,0,United States,N. America,2
2021,JOURNAL OF INTERDISCIPLINARY HISTORY,1,36,1.2222222222222223,0.5404289889185184,6,0.24,0.5972157622389639,2,DEMOGRAPHY;  MORTALITY;  HOLOCAUST;  CONFLICT;  VIOLENCE; SEGREGATION;  PLACE;  SPACE; MARRIAGE;  WIDOWS;  18TH;  KIN; RESISTANCE;  PROTEST; MEDIEVAL;  MEN,18TH,CONFLICT,HOLOCAUST,16,-0,,None,None,None,0,0,2,United States,N. America,1
2021,JOURNAL OF MONETARY ECONOMICS,0,1,2,NA,0,NA,NA,-Inf,,None,None,None,0,-0,,None,None,None,0,0,0,United States,N. America,0
2021,REVIEW OF ECONOMICS AND STATISTICS,0,2,2.5,0.7071067811865476,32,16,16.97056274847714,28,CREDIT;  MARKET; CULTURAL-DIVERSITY;  POLITICAL-ECONOMY;  INSTITUTIONS;  TRADE;  PRODUCTIVITY;  EXCHANGE;  ORIGINS;  STATES;  SOUTH,EXCHANGE,INSTITUTIONS,MARKET,11,-0,,None,None,None,0,0,2,United States,N. America,0
2021,REVIEW OF FINANCIAL STUDIES,0,35,3.0285714285714285,0.9544235798364887,870,31.071428571428573,33.10581080406745,154,CROSS-SECTION;  INVESTMENT;  ANOMALIES;  RETURN;  STOCKS;  TESTS;  RISK;  INFORMATION;  PERFORMANCE;  GROWTH; ASSET PRICE DYNAMICS;  LIQUIDITY;  RISK;  SPREADS; ASSET PRICES;  SIS;  MODEL; COMMERCIAL PAPER;  FINANCIAL CRISIS;  LAST-RESORT;  LENDER;  RISK;  SAFE; DETERMINANTS;  VALUATION; COMPETITION;  FAILURE; CAPITAL STRUCTURE;  SIMULATED MOMENTS;  STOCK MARKETS;  DEBT;  DETERMINANTS;  INVESTMENT;  CONTRACTS;  DECISIONS;  MODELS;  LAW; INFORMATION ASYMMETRIES;  SOCIAL VALUE;  MOMENTUM;  DYNAMICS;  PRICES; PERSONAL-EXPERIENCE;  TIME PRESSURE;  RISK;  DECISION;  OVERCONFIDENCE;  INATTENTION;  ATTENTION;  SEARCH;  CHOICE;  CREDIT; EFFICIENT MARKET HYPOTHESIS;  RATIONAL-EXPECTATIONS;  PREDICTION MARKETS;  AGGREGATION;  UNDERREACTION;  ACQUISITION;  REVELATION;  POLICY; ART;  INVESTMENT;  MARKET;  RETURNS;  WOMEN;  WORK; LIMITED PARTNER PERFORMANCE;  PRIVATE EQUITY;  INVESTMENT;  RETURNS;  ALLOCATION;  IMPACT;  SMART;  RISK; HYPOTHETICAL BIAS;  SOCIAL PREFERENCES;  GENDER-DIFFERENCES;  FIELD EXPERIMENT;  LOSS AVERSION;  CHOICE;  COOPERATION;  INCENTIVES;  ECONOMICS;  ALTRUISM; SOCIAL COST;  RISK;  PRICES;  CONSUMPTION;  CARBON;  CRISES;  FLUCTUATIONS;  ADAPTATION;  DISASTERS;  MORTALITY; HOUSE PRICES;  CONSPICUOUS CONSUMPTION;  INFORMATION ASYMMETRIES;  ART;  ESTATE;  MARKET;  RISK;  WEALTH;  INVESTMENT;  RETURNS; REGRESSION DISCONTINUITY DESIGNS;  TRANSFER TAXES;  SEARCH;  AUCTIONS;  PRICES;  DYNAMICS;  LIQUIDITY;  COSTS;  MODEL; HOUSE PRICES;  SEARCH;  LIQUIDITY;  TIME;  EQUILIBRIUM;  VALUATION;  DYNAMICS;  EQUITY;  MARKET;  HOME; MARKET;  COMPETITION;  STRATEGIES; TIME PRICE DISCOVERY;  ECONOMIC-NEWS;  OPTIMAL INATTENTION;  INVESTOR ATTENTION;  MONETARY-POLICY;  INTEREST-RATES;  STOCK-MARKET;  BOND;  IMPACT;  LIQUIDITY; CORPORATE GOVERNANCE;  BOARDS;  DETERMINANTS;  SIZE; FALSE DISCOVERY RATE;  HEDGE FUNDS;  CROSS-SECTION;  PERFORMANCE;  RISK;  BOOTSTRAP;  PROPORTION;  STRATEGIES;  NUMBER;  BIASES; CONFERENCE CALLS;  TEXTUAL ANALYSIS;  SOCIAL-CONTROL;  INFORMATION;  MERGERS;  PERFORMANCE;  MANAGEMENT;  EXECUTIVES; LIQUIDITY RISK;  BANKS; INVESTOR FLOWS;  LIQUIDITY;  COSTS;  TRANSPARENCY;  SEARCH,RISK,INVESTMENT,LIQUIDITY,165,-0,,None,None,None,0,1,17,United States,N. America,35
2021,SOCIAL SCIENCE HISTORY,1,16,1.6875,1.0781929326423914,0,NA,NA,-Inf,,None,None,None,0,-0,,None,None,None,0,0,0,United States,N. America,0
2022,AMERICAN ECONOMIC REVIEW,0,4,2,0.816496580927726,595,148.75,282.91621256713677,573,SELF-SELECTION;  GROWTH;  AGRICULTURE;  POPULATION;  MIGRATION;  MIGRANTS;  PARTICIPATION;  INSTITUTIONS;  PRODUCTIVITY;  STAGNATION; IMPACT;  DISASTERS;  NEWS; SOCIAL NETWORKS;  GMM ESTIMATION;  GROUP-SIZE;  TECHNOLOGY;  DIFFUSION;  PROTEST;  CONTAGION;  MEDIA;  MODEL;  MOBILIZATION; INCOME TAXATION;  INFORMALITY;  BUSINESS;  GROWTH,GROWTH,AGRICULTURE,BUSINESS,27,-0,,None,None,None,0,0,3,United States,N. America,4
2022,CLIOMETRICA,1,7,2,0.816496580927726,17,2.833333333333333,2.6394443859772205,7,VOTING FRANCHISE;  DEMOCRACY;  EUROPE;  SIZE;  EXPANSION;  HISTORY;  RIGHTS;  VOTE;  ACT; BOND RATINGS;  SOUTH;  POLITICIANS;  ACCOUNTABILITY;  CONSTITUTIONS;  BUREAUCRATS;  COMMITMENT;  TERRORISM;  VIOLENCE;  JUSTICE; CULTURAL TRANSMISSION;  FAMILY SYSTEMS;  FERTILITY;  DECLINE;  ENGLAND;  FRANCE;  GROWTH;  AGE;  POPULATION;  CELIBACY; CAPITAL-SKILL COMPLEMENTARITY;  LANGUAGE PROFICIENCY;  LABOR-MARKET;  EARNINGS;  CANADA;  INCOME;  PERSPECTIVE;  IMMIGRANTS; LIFE-HISTORY EVOLUTION;  FERTILITY TRANSITION;  MORTALITY DECLINE;  CHILD-MORTALITY;  ECONOMIC-GROWTH;  TRADE-OFF;  FAMILY;  LABOR;  POPULATION;  EXPECTANCY; REVOLUTION,POPULATION,ACCOUNTABILITY,ACT,48,-0,,None,None,None,0,0,3,United States,N. America,8
2022,ECONOMIC HISTORY REVIEW,1,43,1.6511627906976745,0.8130987443762978,152,3.534883720930233,3.960211858265632,19,SPANISH INFLUENZA;  HEALTH;  CONSEQUENCES;  TRANSMISSIBILITY;  EPIDEMIC;  DISEASE;  IMPACT; GROWTH;  PARTICIPATION;  INEQUALITY;  ECONOMY;  DECLINE;  PLAGUE;  EUROPE; GREAT-DIVERGENCE;  ECONOMIC-GROWTH;  EUROPE; ECONOMIC-INEQUALITY;  LAY SUBSIDIES;  SOCIAL TABLES;  GEOGRAPHICAL-DISTRIBUTION;  INCOME INEQUALITY;  CASTILE SPAIN;  LOW-COUNTRIES;  BLACK-DEATH;  POPULATION;  EUROPE; HUMAN-CAPITAL ACCUMULATION;  IN-UTERO;  NATURAL DISASTERS;  FETAL ORIGINS;  SAO-PAULO;  INFLUENZA;  CHILDHOOD;  MORTALITY;  EPIDEMIC;  EXPOSURE; POLITICAL-ECONOMY;  MARKET;  REGULATIONS;  EUROPE; CAPITAL-MARKET;  PUBLIC-FINANCE;  INSTITUTIONS;  ECONOMY;  DEBT;  COMMITMENT;  GOVERNMENT;  REVOLUTION;  EVOLUTION;  REVENUES; LATE-MEDIEVAL;  BUSINESS;  MARKETS; GENERALIZED SYSTEM;  BRITISH;  REORIENTATION;  INDUSTRY;  BRITAIN;  EXPORTS;  TARIFF;  IMPACT; LATE-MEDIEVAL;  TRADE;  ENGLISH;  MERCHANTS;  ORIGINS;  HISTORY;  CUSTOMS;  REIGN;  PORT; INVESTMENT;  WEALTH;  PROTECTION;  POLITICS;  BRITAIN;  ENGLAND;  LONDON;  GENDER;  INCOME;  WALES; INTERGENERATIONAL TRANSFERS;  PERSONAL WEALTH;  LIFE-CYCLE;  INHERITANCE;  ADMISSIONS;  BRITAIN;  ENGLAND;  LEAVERS;  SOCIETY;  ELITES; ECONOMIC-INEQUALITY;  WELFARE;  COMMONS;  RISE; 19TH-CENTURY;  BUSINESS;  MARKET;  FRANCE;  PRESS; MONT-DE-PIETE;  PAYDAY LENDERS;  NEIGHBORHOOD CRIME;  ACCESS; GRAIN STORAGE;  CORN LAWS;  MEDIEVAL;  ENGLAND;  MARKET;  INTEGRATION;  ECONOMICS; POWER;  TECHNOLOGY;  LANCASHIRE;  REVOLUTION;  BUSINESS;  WORLD;  STEAM; PEASANTS REVOLT;  ENGLAND; GREAT-DEPRESSION;  UNITED-STATES;  MONETARY HISTORY;  BANK;  FAILURE;  CREDIT;  INDUSTRY;  CRISIS;  MONEY; ONE PRICE;  INFORMATION;  CONVERGENCE;  LAW; INTEREST GROUP POLITICS;  RELATIVE IMPORTANCE;  PARADOX;  STATES;  MODEL; BRITISH-GUIANA;  INDIAN IMMIGRANTS;  TRINIDAD;  NORTH;  LABOR;  MIGRATION;  SERVITUDE;  HINDUISM; HISTORICAL NOTES;  TRADE;  RISE;  REVOLUTION;  ACCOUNTS;  FINANCE; BUREAUCRACY; BANK-OF-ENGLAND;  LENDER; INTERNATIONAL MIGRATION;  ECONOMIC-DEVELOPMENT;  LABOR MIGRATION;  IMMIGRATION;  NUMERACY;  AGE;  HESSE;  PERSISTENCE;  INEQUALITY;  SELECTION; FEMALE DAY-LABORERS;  CHILD LABOR;  INDUSTRIAL-REVOLUTION;  SOCIAL-STATUS;  POOR RELIEF;  REAL WAGES;  ENGLAND;  ECONOMY;  WELFARE;  PARTICIPATION; INTEREST-RATES;  INFORMATION;  MARKET;  SOUTH;  AGRICULTURE; AGRICULTURE;  SLAVERY;  PRODUCTIVITY;  SOUTH;  LABOR; IRISH FAMINE;  FOOD SECURITY;  ENTITLEMENTS;  POVERTY;  MARKETS;  VULNERABILITY;  AVAILABILITY;  POLITICS;  ENGLAND;  CLIMATE; BOOM; INFANT-MORTALITY;  INTERGENERATIONAL PERSISTENCE;  SOCIOECONOMIC INEQUALITIES;  INCOME MOBILITY;  ADULT MORTALITY;  DECLINE;  TRANSITION;  HEALTH;  DEATH;  MONEY; IRELAND;  IMMIGRATION;  INVESTMENT;  EARNINGS;  GRAVITY;  PRICES;  IMPACT;  TRADE;  FIRMS;  STATE; ASYMMETRIC INFORMATION;  MARKETS;  ECONOMY;  MINERS;  THRIFT;  RATES; GOVERNMENT;  MONEY; NUMERACY;  LITERACY;  PATTERNS;  POVERTY;  STATES;  TIME,ENGLAND,ECONOMY,EUROPE,230,-0,,None,None,None,0,1,23,United States,N. America,27
2022,ECONOMIC MODELLING,0,2,2.5,2.1213203435596424,21,10.5,13.435028842544403,20,FINANCIAL CRISES;  RARE DISASTERS;  INFERENCE;  LEVERAGE;  CYCLES;  ROBUST;  DEBT;  MYTH; FOREIGN DIRECT-INVESTMENT;  FINANCIAL DEVELOPMENT;  ENERGY-CONSUMPTION;  CO2 EMISSIONS;  VOLATILITY TRANSMISSION;  CARBON EMISSIONS;  STOCK MARKETS;  EXCHANGE-RATE;  MONETARY-POLICY;  TRADE OPENNESS,CARBON EMISSIONS,CO2 EMISSIONS,CYCLES,18,-0,,None,None,None,0,0,1,United States,N. America,5
2022,ECONOMICS LETTERS,0,1,2,NA,4,4,NA,4,GROWTH,GROWTH,None,None,1,-0,,None,None,None,0,0,1,United States,N. America,0
2022,EUROPEAN ECONOMIC REVIEW,0,3,1.3333333333333333,0.5773502691896257,1,0.33333333333333337,0.5773502691896258,1,POLITICAL-CHANGE;  COSTLY CONFLICT;  EUROPE;  REVOLUTION;  GOVERNMENT;  DEMOCRACY;  GROWTH;  INSTITUTIONS;  CONVERGENCE;  FRANCHISE; INSTITUTIONS;  TRADE;  IMPACT; CONFLICT;  VIOLENCE;  IMMIGRATION;  ATTITUDES;  LEGACIES;  TRUST,ATTITUDES,CONVERGENCE,COSTLY CONFLICT,19,-0,,None,None,None,0,0,1,United States,N. America,2
2022,EUROPEAN JOURNAL OF POLITICAL ECONOMY,0,1,2,NA,0,0,NA,0,SOVEREIGNTY;  SUPPORT;  REFERENDUM;  RATIONALITY;  CHOICE,CHOICE,RATIONALITY,REFERENDUM,5,-0,,None,None,None,0,0,1,United States,N. America,1
2022,EUROPEAN REVIEW OF ECONOMIC HISTORY,1,23,2.217391304347826,0.795242772487544,66,3,3.0860669992418384,13,RISE;  POPULATION;  ENGLAND;  ECONOMY;  PLAGUE;  EUROPE;  WAR; LABOR-FORCE PARTICIPATION;  EUROPEAN MARRIAGE PATTERN;  MALE-BREADWINNER FAMILY;  DEMOGRAPHIC-TRANSITION;  STRUCTURAL-CHANGE;  ECONOMIC-GROWTH;  INDUSTRIAL-REVOLUTION;  FERTILITY TRANSITION;  WOMENS WORK;  GIRL POWER; FEDERAL-RESERVE;  BANKING PANICS;  MONETARY INTERVENTION;  LIQUIDITY PROVISION;  DEPOSIT INSURANCE;  RUNS;  SYSTEM;  POLICY;  RISK; EXHAUSTIBLE NATURAL RESOURCES;  GENUINE SAVINGS;  INTERGENERATIONAL EQUITY;  NATIONAL PRODUCT;  GROWTH;  INDICATOR;  SWEDEN;  WEALTH;  INCOME;  AGE; STATE CAPACITY;  WELFARE-STATE;  OPENNESS;  LABOR;  SIZE;  PROTECTION;  DEMOCRACY;  GROWTH;  AGE; GREAT DIVERGENCE;  LEADING ECONOMY;  LOW-COUNTRIES;  MEDIEVAL;  DECLINE;  WAGES;  RENAISSANCE;  POPULATION;  INEQUALITY;  MARKETS; COTTON TEXTILES;  COMPETITION;  TECHNOLOGY;  REVOLUTION;  GEOGRAPHY;  MARKETS; MANAGEMENT-PRACTICES;  PRODUCTIVITY;  COMPETITION;  CARTELS;  INNOVATION;  EFFICIENCY;  GROWTH; STRUCTURAL VECTOR AUTOREGRESSIONS;  FINANCIAL CRISIS;  BANKING PANICS;  MONETARY-POLICY;  TWIN CRISIS;  IDENTIFICATION;  RESTRICTIONS;  FLUCTUATIONS;  PROPAGATION;  IMPACT; LIFE EXPECTANCY;  SPANISH FLU;  MORTALITY;  PLAGUE;  CONSEQUENCES;  INACTIVATION;  EPIDEMIC;  EUROPE;  SHOCKS;  HEALTH; REAL WAGES;  ECONOMY;  POVERTY;  LABOR; NEW-DEAL;  UNITED-STATES;  HEALTH;  RETIREMENT;  PENSIONS;  GROWTH;  COSTS;  CARE; LABOR-MARKET;  EMPLOYMENT;  PARAMETER;  TESTS; STOCK-MARKET VOLATILITY;  FINANCIAL CRISES;  LIQUIDITY;  GROWTH;  EUROPE;  SPAIN; MISSING GIRLS;  ROUTINE INFANTICIDE;  WESTERN-EUROPE;  PREFERENCE;  BIRTH;  RATIO;  POPULATION;  PERSISTENT;  TRANSITION;  MORTALITY; UNITED-STATES;  TAXATION;  FINANCE;  SWEDEN;  SYSTEM; ECONOMIC-GROWTH;  BRITISH-EMPIRE;  TAX;  RAILWAYS;  HISTORY;  STATE;  TALE; UNITED-KINGDOM;  INVESTMENT;  EQUITY;  ASSURANCE;  COMPANIES;  ASSETS;  KEYNES;  CULT; PERSPECTIVE; REAL WAGES;  DIVERGENCE;  ENGLAND; QUANTITY THEORY;  US DOLLAR;  GRESHAMS-LAW;  CURRENCY;  PRICES;  TRANSITION;  FAILURE;  BACKING;  WAGES; ORIGINS;  HISTORY;  GROWTH;  EUROPE;  SKILLS;  TRADE;  AGE,GROWTH,EUROPE,AGE,160,-0,,None,None,None,0,0,14,United States,N. America,23
2022,EXPLORATIONS IN ECONOMIC HISTORY,1,21,2.3333333333333335,0.8563488385776752,50,2.380952380952381,2.519448163312563,11,POLITICAL-ECONOMY;  FUGITIVE SLAVES;  NAZI;  CONFLICT;  LEGACY;  JEWS;  IMMIGRATION;  HOLOCAUST;  IDENTITY;  VIOLENCE; MARRIAGE PATTERN;  LONG MEMORY;  BLACK-DEATH;  RISE;  DECLINE;  PLAGUE;  DIVERGENCE;  CENTURIES; PRODUCTS;  WAGES;  HISTORY;  ENGLAND;  DEMAND;  TIME; BODY-MASS INDEX;  ALL-CAUSE MORTALITY;  UNITED-STATES;  AUTOMATED LINKING;  LOWEST MORTALITY;  BMI VALUES;  US ADULTS;  FOLLOW-UP;  OBESITY;  WEIGHT; PRODUCTIVITY DIFFERENTIALS;  TRADE;  CONVERGENCE;  TECHNOLOGY;  GEOGRAPHY;  INDUSTRY;  BIAS; BANK-OF-ENGLAND;  MONETARY-POLICY;  SIGN RESTRICTIONS;  STRUCTURAL-CHANGE;  BUSINESS CYCLES;  MODEL SELECTION;  UK;  INFLATION;  OUTPUT; LIVING STANDARDS;  REAL WAGES;  ECONOMIC-DEVELOPMENT;  CZARIST RUSSIA;  GROWTH;  POPULATION;  TESTS;  STAGNATION;  MORTALITY;  HISTORY; FISCAL DECENTRALIZATION;  CHINA;  FEDERALISM;  PERFORMANCE;  EXPENDITURE;  PARTY; GOLD STANDARD;  REGIME TYPE;  CREDIT;  EMPIRE;  GOVERNMENT;  TAXATION;  ENGLAND;  RATINGS;  RULES; INTERNAL MIGRATION;  UNITED-STATES;  INTERSTATE MIGRATION;  FOREIGN-BORN;  AUTOMATED LINKING;  ETHNIC ENCLAVES;  POPULATION;  SELECTION;  NATIVES;  SEGREGATION; PUBLIC-GOODS;  IRISH GDP;  SELECTION;  DONATIONS;  ALTRUISM; POPULATION;  HISTORY;  STAGNATION;  DYNAMICS;  ENGLAND;  GROWTH;  SPACE; POLITICAL-ECONOMY;  EXCHANGE-RATES;  WORLD-TRADE;  EUROPE;  POLICY;  EVOLUTION;  BALANCE;  INDUSTRIALIZATION;  INSTITUTIONS;  PAYMENTS; INSTITUTIONS;  RELIGION;  ECONOMICS;  SCOTLAND;  VIOLENCE;  STATE;  RISE; GREAT-DEPRESSION;  NEW-DEAL;  RECOVERY;  EXPECTATIONS;  BREWERIES;  END; PLAGUE;  URBANIZATION;  ORIGINS;  CRISES;  TOWNS;  WAR; GAINS;  EFFICIENCY;  RETURNS;  MARKET;  IMPACT; DUTCH CAPE COLONY;  NATIONAL ACCOUNTS;  GDP;  18TH-CENTURY;  REVOLUTION;  CONSENSUS;  TRENDS;  LABOR;  BIG;  US; INNOVATION;  TRADE;  TECHNOLOGY;  PATENTS;  GLOBALIZATION;  PRODUCTIVITY;  PERSPECTIVE;  GROWTH; CONFLICT;  POWER;  COMPROMISE;  OUTCOMES;  CANADA;  UNIONS;  US; COMMUNITIES;  EUROPE,ENGLAND,GROWTH,HISTORY,158,-0,,None,None,None,0,1,15,United States,N. America,20
2022,HISTORICAL METHODS,1,11,4.181818181818182,2.522624895547565,36,3.2727272727272725,5.569396898963281,17,MILBANK MEMORIAL FUND;  POPULATION ASSOCIATION;  SOCIAL-SCIENCE;  UNITED-STATES;  HISTORY;  EUGENICS;  POLITICS;  POLICY; AIR-POLLUTION;  SCHOOL;  JOURNEY;  TRAVEL;  MONTREAL;  WORK;  GIS;  EXPOSURE;  MOBILITY;  BRITAIN; OPTIMAL MATCHING METHODS;  SEQUENCE-ANALYSIS;  LIFE-COURSE;  RESIDENTIAL-MOBILITY;  COHORTS;  REPRODUCTION;  ADULTHOOD;  MIGRATION;  SIBLINGS;  ACCESS; ENGLISH FOREIGN-TRADE;  REAL WAGES;  LOUIS IX;  REVOLUTION;  FRANCE; INDUSTRY;  EXPLAINS;  LOCATION;  BRITAIN; SMALL FAMILY FIRM;  ENGLAND;  ENTREPRENEURSHIP; ROUTINE INFANTICIDE;  MARRIED-COUPLES;  WOMEN;  GENDER;  BIRTH;  INDIA;  PATTERNS;  CHINA;  INEQUALITIES;  POPULATION; GOOGLE SCHOLAR;  CITATIONS;  SCIENCE;  SCOPUS;  TRENDS;  WEB; HOLIDAY WEIGHT-GAIN;  BODY-MASS INDEX;  US ADULTS;  OBESITY;  PREVALENCE;  TRENDS;  ASSOCIATIONS;  HEALTH;  FOOD; ECONOMIC OUTCOMES;  RECORD LINKAGE;  MOBILITY;  AGE;  ASSIMILATION;  POPULATION;  MIGRATION;  SELECTION;  LESSONS,BRITAIN,MIGRATION,MOBILITY,74,-0,,None,None,None,0,1,8,United States,N. America,17
2022,JOURNAL OF DEVELOPMENT ECONOMICS,0,3,2.6666666666666665,1.5275252316519465,19,6.333333333333334,8.386497083606082,16,ORIGINS;  FAMINE;  IMPACT;  NORMS; LABOR-MARKET OPPORTUNITIES;  GENDER-ROLES;  CHINA;  WOMEN;  EVOLUTION;  ORIGINS; COMPARATIVE ADVANTAGE;  SOYBEAN PRODUCTION;  SIZE DISTRIBUTION;  IMPACT;  COSTS;  MIGRATION;  FRICTIONS;  BENEFITS;  GROWTH;  MODEL,IMPACT,BENEFITS,CHINA,20,-0,,None,None,None,0,0,3,United States,N. America,2
