publication.year,source.title,n_articles,ave_authors,sd_authors,tot_cite,ave_cite,sd_cite,M_cit,keywords,n_keywords,top1keyword,top2keyword,top3keyword,keyword_entropy,ave_keywords,n_funding,top2funder,top3funder,ave_funding,country,continent,new_keywords
2007,EU.ECON.REV.,3,2.3333333333333335,0.5773502691896258,70,23.333333333333332,9.60902353693305,32,CAPITAL-MARKET IMPERFECTIONS;INTERGENERATIONAL TRANSFERS;EARNINGS UNCERTAINTY;CONSUMPTION;ENDOGENOUS GROWTH;TAX RATES;UNEMPLOYMENT;EMPLOYMENT;POLICY;WAGE;CONSUMPTION;INVESTMENT;TAXATION;INCOME;DEBT;ACT,16,CONSUMPTION,ACT,CAPITAL-MARKET IMPERFECTIONS,2.685945324669788,1.0666666666666667,1,NA,NA,NA,Italy,Europe,0
2007,EU.REV.ECON.HIST.,2,3,1.4142135623730951,197,98.5,50.204581464244875,134,INDUSTRIAL-REVOLUTION;REAL PRODUCT;GROWTH;EUROPE;18TH-CENTURY;AGRICULTURE;ECONOMY;INCOME;WAGES;UNBALANCED GROWTH;EFFICIENCY;DEMAND,12,18TH-CENTURY,AGRICULTURE,DEMAND,2.4849066497880012,1,1,NA,NA,NA,Italy,Europe,2
2007,EXP.ECON.HIST.,2,1.5,0.7071067811865476,55,27.5,16.263455967290593,39,ECONOMIC TIME-SERIES;CYCLES;FILTERS;GROWTH;TRENDS;PRICE CONVERGENCE;ERROR-CORRECTION;TRANSPORT COSTS;PRODUCTIVITY;ARBITRAGE;ECONOMY;POINTS;LAW,13,ARBITRAGE,CYCLES,ECONOMIC TIME-SERIES,2.5649493574615376,1,1,NA,NA,NA,Italy,Europe,2
2007,J.ECON.PERSP.,1,2,NA,212,212,NA,212,OWNERSHIP;DETERMINANTS;COMPETITION;MERGERS;GROWTH;MARKET;FAMILY;WORLD;FIRM,9,COMPETITION,DETERMINANTS,FAMILY,2.1972245773362196,1,1,NA,NA,NA,Italy,Europe,0
2007,J.INTER.HIST.,9,1.1111111111111112,0.3333333333333334,50,5.5555555555555545,16.295023098411914,49,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2008,AMER.ECON.REV,1,1,NA,19,19,NA,19,STATURE,1,STATURE,NA,NA,-0,1,1,NA,NA,NA,Italy,Europe,0
2008,CLIO,1,1,NA,8,8,NA,8,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2008,ECON.HIST.REV.,2,1.5,0.7071067811865476,25,12.5,17.67766952966369,25,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2008,ECON.MODELLING,2,2,0,25,12.5,9.192388155425117,19,SUSTAINABILITY;TURNING-POINTS,2,SUSTAINABILITY,TURNING-POINTS,NA,0.6931471805599453,1,1,NA,NA,NA,Italy,Europe,0
2008,ECONOMICS LETTERS,2,2,1.4142135623730951,45,22.5,0.7071067811865476,23,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2008,EU.ECON.REV.,2,2,1.4142135623730951,14,7,2.8284271247461903,9,EQUIVALENCE SCALES;NONPARAMETRIC REGRESSION;HOUSEHOLD SIZE;FOOD DEMAND;FAMILY-SIZE;ECONOMIES;INCOME;MODEL;BUSINESS-CYCLE;PANEL-DATA;INVESTMENT;IRREVERSIBILITIES;PROFITS;MODELS;LUMPS,15,BUSINESS-CYCLE,ECONOMIES,EQUIVALENCE SCALES,2.70805020110221,1,1,NA,NA,NA,Italy,Europe,2
2008,EU.REV.ECON.HIST.,1,5,NA,31,31,NA,31,EUROPE;TRADE,2,EUROPE,TRADE,NA,0.6931471805599453,1,1,NA,NA,NA,Italy,Europe,0
2008,J.ECON.PERSP.,2,2,1.4142135623730951,193,96.5,2.1213203435596424,98,EMPLOYMENT;POLICY;PARTICIPATION;DECISIONS;MARRIAGE;CAREER;GROWTH;PILL;NEWS,9,CAREER,DECISIONS,EMPLOYMENT,2.1972245773362196,1,1,NA,NA,NA,Italy,Europe,0
2008,J.INTER.HIST.,7,1,0,24,3.4285714285714284,9.071147352221454,24,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2008,J.MONETARY.ECON,1,2,NA,6,6,NA,6,MONOPOLISTIC COMPETITION;MONETARY-POLICY;BUSINESS-CYCLE;MENU COSTS;DYNAMICS;INFLATION;MONEY,7,BUSINESS-CYCLE,DYNAMICS,INFLATION,1.945910149055313,1,1,NA,NA,NA,Italy,Europe,0
2008,J.PUBLIC.ECON,1,1,NA,38,38,NA,38,SOCIAL-SECURITY;POPULATION;AGE,3,AGE,POPULATION,SOCIAL-SECURITY,1.0986122886681096,1,1,NA,NA,NA,Italy,Europe,0
2009,AMER.ECON.REV,1,3,NA,152,152,NA,152,CORRUPTION;ENFORCEMENT;PROCUREMENT;INCENTIVES;CONTRACTS;INDONESIA;UGANDA;COSTS,8,CONTRACTS,CORRUPTION,COSTS,2.0794415416798357,1,1,NA,NA,NA,Italy,Europe,1
2009,CLIO,1,2,NA,4,4,NA,4,TERRORISM,1,TERRORISM,NA,NA,-0,1,1,NA,NA,NA,Italy,Europe,0
2009,ECON.HIST.REV.,5,1,0,40,8,11.313708498984761,24,GLASS-STEAGALL ACT;INVESTMENT BANKING;UNITED-STATES;EXPERIENCE;CHOICE;MODEL;INDUSTRIALIZATION;19TH-CENTURY;GEOGRAPHY;GROWTH,10,19TH-CENTURY,CHOICE,EXPERIENCE,2.3025850929940455,1,1,NA,NA,NA,Italy,Europe,0
2009,ECON.MODELLING,4,2.25,1.2583057392117916,85,21.25,13.889444433333777,34,UNIT-ROOT TESTS;GROWTH;CONVERGENCE;ECONOMIC-GROWTH;LED GROWTH;VERTICAL SPECIALIZATION;BUSINESS CYCLES;CAUSALITY;ECONOMIC-GROWTH;COUNTRIES;EMPIRICS;QUALITY;INFRASTRUCTURE;PERFORMANCE,14,ECONOMIC-GROWTH,BUSINESS CYCLES,CAUSALITY,2.5400363038209806,1.0769230769230769,1,NA,NA,NA,Italy,Europe,0
2009,ECONOMICS LETTERS,1,3,NA,2,2,NA,2,ANTICIPATED INCOME CHANGES;HOUSEHOLD CONSUMPTION,2,ANTICIPATED INCOME CHANGES,HOUSEHOLD CONSUMPTION,NA,0.6931471805599453,1,1,NA,NA,NA,Italy,Europe,0
2009,EU.ECON.REV.,2,2.5,0.7071067811865476,67,33.5,24.748737341529164,51,LABOR-FORCE PARTICIPATION;MARRIED-WOMEN;STATE DEPENDENCE;MODEL;WORK;HETEROGENEITY;SENSITIVITY;BEHAVIOR;CHILDREN;FRIEDMAN RULE;INFLATION;MONEY;LIQUIDITY;INTERMEDIATION;MODELS;CRISES,16,BEHAVIOR,CHILDREN,CRISES,2.772588722239781,1,1,NA,NA,NA,Italy,Europe,1
2009,EU.J.POL.ECON.,1,3,NA,140,140,NA,140,SOCIAL REQUISITES;ATTITUDES;GROWTH;PERFORMANCE;GOVERNMENT;CONFLICT;CONTEXT;AFRICA,8,AFRICA,ATTITUDES,CONFLICT,2.0794415416798357,1,1,NA,NA,NA,Italy,Europe,1
2009,J.ECON.LIT.,2,1,0,61,30.5,43.1335136523794,61,POLITICAL-ECONOMY;STOCK MARKETS;GROWTH;INTERMEDIATION;ENDOWMENTS;PROTECTION;ALLOCATION;BANKS;TRADE;WORLD,10,ALLOCATION,BANKS,ENDOWMENTS,2.3025850929940455,1,1,NA,NA,NA,Italy,Europe,0
2009,J.INTER.HIST.,3,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2009,J.MONETARY.ECON,2,1.5,0.7071067811865476,40,20,25.45584412271571,38,MONEY,1,MONEY,NA,NA,-0,1,1,NA,NA,NA,Italy,Europe,0
2010,CLIO,1,3,NA,8,8,NA,8,HODRICK-PRESCOTT FILTER;BUSINESS CYCLES;INDUSTRIAL-GROWTH;TIME-SERIES;INTEGRATION;FREQUENCY,6,BUSINESS CYCLES,FREQUENCY,HODRICK-PRESCOTT FILTER,1.7917594692280547,1,1,NA,NA,NA,Italy,Europe,1
2010,ECON.HIST.REV.,3,1.3333333333333333,0.5773502691896257,9,3,4.358898943540674,8,LAW,1,LAW,NA,NA,-0,1,1,NA,NA,NA,Italy,Europe,0
2010,ECON.MODELLING,5,3.2,1.3038404810405297,93,18.6,20.044949488586894,52,STOCHASTIC PANEL FRONTIERS;COEFFICIENT;TECHNICAL EFFICIENCY;ADMINISTRATIVE DATA;COMORBIDITY;COMPETITION;INCENTIVES;INDUSTRY;OUTCOMES;PAYMENT;SYSTEM;MODEL;PRESCRIPTION DRUGS;HEALTH-SERVICES;PATIENT CHARGES;EXPENDITURE;REIMBURSEMENT;INSURANCE;CARE;COST FUNCTION;SHORT-RUN;ECONOMIES;PROVISION;SCALE;EFFICIENCY;MORTALITY;FUTURE;IMPACT;SCOPE;LABOR;PRODUCTIVITY,31,ADMINISTRATIVE DATA,CARE,COEFFICIENT,3.4339872044851467,1,1,NA,NA,NA,Italy,Europe,5
2010,ECONOMICS LETTERS,4,1.75,0.9574271077563381,178,44.5,41.32392366011082,105,FAVORITISM;WORKER;ABSENTEEISM,3,ABSENTEEISM,FAVORITISM,WORKER,1.0986122886681096,1,1,NA,NA,NA,Italy,Europe,0
2010,EXP.ECON.HIST.,2,1.5,0.7071067811865476,29,14.5,7.7781745930520225,20,MORTALITY;FERTILITY;GROWTH;TRANSITION;STAGNATION;DYNAMICS;PROGRESS;DECLINE;PRICES;MODELS;FOREIGN-TRADE;TERMS;GROWTH;VOLATILITY;CURSE;PERIPHERY,16,GROWTH,CURSE,DECLINE,2.685945324669788,1.0666666666666667,1,NA,NA,NA,Italy,Europe,1
2010,J.ECON.PERSP.,1,1,NA,183,183,NA,183,MONETARY-POLICY;EMPLOYMENT;RISK,3,EMPLOYMENT,MONETARY-POLICY,RISK,1.0986122886681096,1,1,NA,NA,NA,Italy,Europe,0
2010,J.INTER.HIST.,7,1.1428571428571428,0.37796447300922725,37,5.285714285714286,13.548853404308003,36,GROWTH,1,GROWTH,NA,NA,-0,1,1,NA,NA,NA,Italy,Europe,0
2010,J.PUBLIC.ECON,2,3,0,174,87,5.656854249492381,91,CAREERS;INDIA;WOMEN;RESERVATIONS,4,CAREERS,INDIA,RESERVATIONS,1.3862943611198906,1,1,NA,NA,NA,Italy,Europe,1
2011,CLIO,1,2,NA,3,3,NA,3,TIME-SERIES MODELS;STRUCTURAL-CHANGE;TEMPORAL AGGREGATION;EURO AREA;TESTS;CONVERGENCE;PARAMETER;FORECAST;WIDE,9,CONVERGENCE,EURO AREA,FORECAST,2.1972245773362196,1,1,NA,NA,NA,Italy,Europe,1
2011,ECON.HIST.REV.,3,1,0,56,18.666666666666664,32.331615074619044,56,ECONOMIC-GROWTH;CONVERGENCE,2,CONVERGENCE,ECONOMIC-GROWTH,NA,0.6931471805599453,1,1,NA,NA,NA,Italy,Europe,0
2011,ECON.MODELLING,6,2.1666666666666665,0.40824829046386296,128,21.333333333333336,20.324041592819736,60,ANALYTIC HIERARCHY PROCESS;FOREIGN DIRECT-INVESTMENT;PORTFOLIO SELECTION;INSTITUTIONS;MARKETS;TRADE;FLOWS;MODEL;DETERMINANTS;INTEGRATION;MONETARY-POLICY;FINANCIAL-MARKETS;OPEN ECONOMIES;HOUSE PRICES;BEHAVIOR;OUTPUT;INFLATION;MONETARY-POLICY;TIME-SERIES;UNCERTAINTY;RATES;HETEROSCEDASTICITY;VOLATILITY;COINTEGRATION;UNEMPLOYMENT;INDEXES,26,MONETARY-POLICY,ANALYTIC HIERARCHY PROCESS,BEHAVIOR,3.2047775241322567,1.04,1,NA,NA,NA,Italy,Europe,1
2011,ECONOMICS LETTERS,1,1,NA,13,13,NA,13,SECONDARY-SCHOOLS;EFFICIENCY,2,EFFICIENCY,SECONDARY-SCHOOLS,NA,0.6931471805599453,1,1,NA,NA,NA,Italy,Europe,1
2011,EU.J.POL.ECON.,1,2,NA,123,123,NA,123,FOREIGN DIRECT-INVESTMENT;AGGLOMERATION ECONOMIES,2,AGGLOMERATION ECONOMIES,FOREIGN DIRECT-INVESTMENT,NA,0.6931471805599453,1,1,NA,NA,NA,Italy,Europe,1
2011,EU.REV.ECON.HIST.,1,1,NA,130,130,NA,130,INDUSTRIAL-REVOLUTION;GROWTH;POVERTY;OUTPUT,4,GROWTH,INDUSTRIAL-REVOLUTION,OUTPUT,1.3862943611198906,1,1,NA,NA,NA,Italy,Europe,0
2011,J.INTER.HIST.,5,1,0,17,3.4,7.05691150575094,16,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2011,REV.ECON.STAT.,1,4,NA,54,54,NA,54,INTEREST-RATES;LIQUIDITY;BOND,3,BOND,INTEREST-RATES,LIQUIDITY,1.0986122886681096,1,1,NA,NA,NA,Italy,Europe,0
2012,CLIO,2,1.5,0.7071067811865476,63,31.5,34.64823227814083,56,ECONOMIC-GROWTH;INVESTMENT;EDUCATION;RETURNS;INSTITUTIONS;SINGULAR-SPECTRUM ANALYSIS;INDUSTRIAL-GROWTH;BUSINESS FLUCTUATIONS;CYCLES;TREND;OSCILLATIONS;FILTERS,12,BUSINESS FLUCTUATIONS,CYCLES,ECONOMIC-GROWTH,2.4849066497880012,1,1,NA,NA,NA,Italy,Europe,2
2012,ECON.HIST.REV.,6,1.1666666666666667,0.408248290463863,40,6.666666666666666,10.405126941400892,22,19TH-CENTURY;FAMILY,2,19TH-CENTURY,FAMILY,NA,0.6931471805599453,1,1,NA,NA,NA,Italy,Europe,0
2012,ECON.MODELLING,8,2.75,1.0350983390135313,106,13.25,14.139610016848817,39,CONVERGENCE;MOBILITY;INDEX;OPTIMAL MONETARY-POLICY;KEYNESIAN PHILLIPS CURVES;DYNAMICS;MODELS;TESTS;ENVIRONMENTAL KUZNETS CURVE;CARBON-DIOXIDE EMISSIONS;CLIMATE-CHANGE;TIME-SERIES;FOSSIL-FUELS;UNIT-ROOT;NUCLEAR;POWER;HYPOTHESIS;REGRESSION;WILD BOOTSTRAP;2ND-ORDER ANALYSIS,20,2ND-ORDER ANALYSIS,CARBON-DIOXIDE EMISSIONS,CLIMATE-CHANGE,2.995732273553991,1,1,NA,NA,NA,Italy,Europe,5
2012,ECONOMICS LETTERS,9,2.6666666666666665,1,275,30.555555555555557,30.49225766941139,103,COLLECTIVE HOUSEHOLD MODELS;LESS DEVELOPED ECONOMIES;COMMON-STOCKS;MARKET;WILD BOOTSTRAP;CONSTITUTIONS;POLITICS;POLICY;TRADE;FIRMS;PANEL-DATA MODELS;MANUFACTURING FIRMS;ITALIAN MICRODATA;INNOVATION;BIAS;PRODUCTIVITY,16,BIAS,COLLECTIVE HOUSEHOLD MODELS,COMMON-STOCKS,2.772588722239781,1,1,NA,NA,NA,Italy,Europe,4
2012,EU.ECON.REV.,4,2.5,0.5773502691896257,75,18.75,15.217862311551295,41,PRICE-LEVEL;DEBT;POLICY;COVARIANCE-MATRIX ESTIMATION;INTEGRATION;SIMULATION;ESTIMATORS;ALTRUISM;POLICY;MODELS;INFORMATION;NETWORKS;YIELD SPREADS;EXPECTED RETURNS;RISK;DECOMPOSITION;MODELS;SERIES,18,MODELS,POLICY,ALTRUISM,2.7363390511050665,1.125,1,NA,NA,NA,Italy,Europe,0
2012,EU.J.POL.ECON.,2,1.5,0.7071067811865476,20,10,9.899494936611665,17,POLICY;INFLATION;GLOBALIZATION;KNOWLEDGE;COUNTRIES;SUPPORT;INTERGOVERNMENTAL GRANTS;FISCAL FEDERALISM;EMPIRICAL-EVIDENCE;POLITICAL-ECONOMY;HEALTH-CARE;REDISTRIBUTION;INVESTMENT;ALLOCATION;EFFICIENCY;IMPACT,16,ALLOCATION,COUNTRIES,EFFICIENCY,2.772588722239781,1,1,NA,NA,NA,Italy,Europe,0
2012,EXP.ECON.HIST.,2,2,0,42,21,7.0710678118654755,26,ECONOMY;COINTEGRATION;OUTPUT;ECONOMIC-GROWTH;INDUSTRIAL-GROWTH;TIME-SERIES;UNIT-ROOT;CONSTRAINTS;HYPOTHESIS;STATISTICS;TRADE,11,COINTEGRATION,CONSTRAINTS,ECONOMIC-GROWTH,2.3978952727983707,1,1,NA,NA,NA,Italy,Europe,0
2012,J.MONETARY.ECON,1,3,NA,34,34,NA,34,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2012,J.PUBLIC.ECON,1,2,NA,36,36,NA,36,AUDIT;IDENTIFICATION;ENFORCEMENT;CRIME,4,AUDIT,CRIME,ENFORCEMENT,1.3862943611198906,1,1,NA,NA,NA,Italy,Europe,0
2012,REV.ECON.STAT.,1,4,NA,80,80,NA,80,STUDENTS;AID;MODELS;RATES,4,AID,MODELS,RATES,1.3862943611198906,1,1,NA,NA,NA,Italy,Europe,0
2013,AMER.ECON.REV,2,2.5,0.7071067811865476,1546,773,1045.1038225937173,1512,WAGE INEQUALITY;INTERNATIONAL-TRADE;GROWTH;DEMAND;IMPACT;GLOBALIZATION;TECHNOLOGY;DECLINE;CRIME,9,CRIME,DECLINE,DEMAND,2.1972245773362196,1,1,NA,NA,NA,Italy,Europe,0
2013,ECON.HIST.REV.,3,1.3333333333333333,0.5773502691896257,45,15,21.79449471770337,40,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2013,ECON.MODELLING,9,1.8888888888888888,0.927960727138337,395,43.888888888888886,54.48725641020211,152,DEMOGRAPHIC-CHANGE;OECD COUNTRIES;UNITED-STATES;MODEL;INVESTMENT;ECONOMY;EMISSIONS;CANADA;GLOBAL FINANCIAL CRISIS;EMERGING MARKETS;VOLATILITY;INTEGRATION;SPILLOVERS;RETURNS;OLDER-ADULTS;CES-D;PERCEIVED STRESS;HEALTH-STATUS;SHORT-FORM;SYMPTOMS;TAIWAN;SAMPLE;RISK;LIFE;PRO-POOR GROWTH;MULTI-DECOMPOSITION;FACTOR COMPONENTS;GINI INDEX;SUBGROUP;MOBILITY;IMMIGRATION;NETWORKS;GRAVITY;PANEL-DATA;MODELS;LONG-RUN DETERMINANTS;ECONOMIC TIME-SERIES;US TRADE BALANCE;TWIN DEFICITS;BUDGET DEFICITS;UNIT-ROOT;COINTEGRATION;HYPOTHESIS;TESTS;MODELS;TESTS;INSTABILITY;EURO AREA;LIQUIDITY;CHANNELS;MARKETS,51,MODELS,TESTS,BUDGET DEFICITS,3.877461147974523,1.0408163265306123,1,NA,NA,NA,Italy,Europe,14
2013,ECONOMICS LETTERS,9,2.2222222222222223,0.8333333333333334,147,16.333333333333332,17.44276354251241,54,TRADE LIBERALIZATION;FIRM HETEROGENEITY;WAGE INEQUALITY;DEBT SUSTAINABILITY;FISCAL-POLICY;UNITED-STATES;DEFICITS;SOLVENCY;BEHAVIOR;LEGISLATION;POPULATION;PREVALENCE;YIELD SPREADS;QUANTILE REGRESSION;GAP;PANEL,16,BEHAVIOR,DEBT SUSTAINABILITY,DEFICITS,2.772588722239781,1,1,NA,NA,NA,Italy,Europe,1
2013,EU.ECON.REV.,5,2.4,0.8944271909999159,138,27.6,13.221195104830729,46,STICKY INFORMATION;TESTS;DISAGREEMENT;PROPENSITY SCORE;SWEDISH EVIDENCE;EARNINGS LOSSES;MORTALITY;TRADE LIBERALIZATION;GLOBALIZATION;TECHNOLOGY;MARKET;IMPACT;DEMAND;UNCERTAINTY;GRAVITY;GROWTH;GEOGRAPHY;OPENNESS,18,DEMAND,DISAGREEMENT,EARNINGS LOSSES,2.890371757896165,1,1,NA,NA,NA,Italy,Europe,3
2013,EU.J.POL.ECON.,2,3,0,65,32.5,14.849242404917497,43,MODEL;BIDS,2,BIDS,MODEL,NA,0.6931471805599453,1,1,NA,NA,NA,Italy,Europe,0
2013,EU.REV.ECON.HIST.,3,1,0,169,56.333333333333336,49.52103929981006,105,DISAPPEARANCE;ECONOMY;FINANCIAL DEVELOPMENT;ECONOMIC-GROWTH;BUSINESS CYCLES;INTERMEDIATION;SYSTEMS;EUROPE;BANKS;LAW;LIVING-STANDARDS;REAL WAGES;INDUSTRIAL-REVOLUTION;GREAT DIVERGENCE;OTTOMAN-EMPIRE;FARM WAGES;POPULATION;HISTORY;GROWTH;LONDON,20,BANKS,BUSINESS CYCLES,DISAPPEARANCE,2.995732273553991,1,1,NA,NA,NA,Italy,Europe,2
2013,J.DEV.ECON.,1,2,NA,96,96,NA,96,INTRAFIRM DIFFUSION;UNOFFICIAL ACTIVITY;INFORMAL SECTOR;FIRMS;DETERMINANTS;ENFORCEMENT;CORRUPTION;INTERFIRM;SIZE;HIDE,10,CORRUPTION,DETERMINANTS,ENFORCEMENT,2.3025850929940455,1,1,NA,NA,NA,Italy,Europe,3
2013,J.INTER.HIST.,5,1,0,4,0.8,1.788854381999832,4,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2013,J.MONETARY.ECON,1,2,NA,13,13,NA,13,CASH BALANCE PROBLEM;TRANSACTIONS DEMAND;IMPULSE CONTROL;DURABLE CONSUMPTION;PORTFOLIO CHOICE;MANAGEMENT;INVENTORY;POLICIES;MONEY;COSTS,10,CASH BALANCE PROBLEM,COSTS,DURABLE CONSUMPTION,2.3025850929940455,1,1,NA,NA,NA,Italy,Europe,2
2013,J.PUBLIC.ECON,1,3,NA,40,40,NA,40,ACCOUNTABILITY,1,ACCOUNTABILITY,NA,NA,-0,1,1,NA,NA,NA,Italy,Europe,0
2014,AMER.ECON.REV,1,3,NA,80,80,NA,80,STIMULUS;SHOCKS;POLICY;TAXES,4,POLICY,SHOCKS,STIMULUS,1.3862943611198906,1,1,NA,NA,NA,Italy,Europe,0
2014,CLIO,2,2,0,21,10.5,4.949747468305833,14,ECONOMIC TIME-SERIES;BUSINESS CYCLES;CREDIT BOOMS;DECOMPOSITION;AGGREGATION;PERMANENT;CRISIS;BANK;RATIONAL ADDICTION;EMPIRICAL-ANALYSIS;CIGARETTE-SMOKING;CONSUMPTION;NICOTINE;TAXES;SURVEILLANCE;ECONOMICS;MOISTURE;ALCOHOL,18,AGGREGATION,ALCOHOL,BANK,2.890371757896165,1,1,NA,NA,NA,Italy,Europe,3
2014,ECON.HIST.REV.,4,1.25,0.5,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2014,ECON.MODELLING,12,2.25,0.8660254037844386,277,23.083333333333336,24.3551687003856,88,ERROR DISTRIBUTION;MULTIVARIATE;BUBBLES;SUSTAINABILITY;DEFICITS;BEHAVIOR;MARKETS;RESEARCH-AND-DEVELOPMENT;INFORMATION-TECHNOLOGY;ORGANIZATIONAL TRANSFORMATION;PRODUCTIVITY;INVESTMENT;PATTERNS;GROWTH;IMPACT;CONSTRAINED GROWTH;THIRLWALL LAW;TRADE;US DEFICIT SUSTAINABILITY;OIL-PRICE SHOCK;UNIT-ROOT TESTS;ASYMMETRIC ADJUSTMENT;GOVERNMENT DEFICITS;REGIME CHANGES;GREAT CRASH;PUBLIC DEBT;BUDGET;COINTEGRATION;STOCK MARKETS;SHOCKS;SPILLOVERS;COMMODITY;CONTAGION;US;PANEL-DATA;DEMOCRACY;CORRUPTION;EMPLOYMENT;EMPLOYMENT PROTECTION;FLEXIBLE LABOR;PRODUCTIVITY;PERFORMANCE;EMPLOYMENT PROTECTION;SKILL;BUSINESS-CYCLE;COMMON CYCLES;COINTEGRATION VECTORS;TRENDS;RANK;OIL-PRICE SHOCK;OECD COUNTRIES;SMOOTH BREAKS;TIME-SERIES;GREAT CRASH;GOOD SIZE;HYSTERESIS;STATIONARITY;HYPOTHESIS;RATES,59,EMPLOYMENT PROTECTION,GREAT CRASH,OIL-PRICE SHOCK,3.9835513855247076,1.0727272727272728,1,NA,NA,NA,Italy,Europe,8
2014,ECONOMICS LETTERS,1,2,NA,2,2,NA,2,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2014,EU.ECON.REV.,1,2,NA,28,28,NA,28,NATURAL-RESOURCE SCARCITY;NONRENEWABLE RESOURCES;TECHNICAL CHANGE;ENDOGENOUS GROWTH;ENERGY INTENSITY;EXTRACTION;ECONOMICS;DEPLETION;OPTIMUM;COST,10,COST,DEPLETION,ECONOMICS,2.3025850929940455,1,1,NA,NA,NA,Italy,Europe,2
2014,EU.J.POL.ECON.,8,2.25,0.8864052604279183,154,19.25,12.349089035228468,41,ELECTORAL RULES;POLITICIANS;SHIRKING;AMATEUR;PANEL-DATA;FISCAL PRESSURES;PRIVATIZATION;SECTOR;LESSONS;WOMEN;DURATION;MODEL;HOUSE;INSTITUTIONALIZATION;HAZARDS;TIME;BANK COMPETITION;ECONOMIC-GROWTH;MATTER;SIZE;ENTREPRENEURSHIP;MARKETS;BARRIER;COURTS;TRUST;FISCAL FEDERALISM;COST OVERRUNS;DECENTRALIZATION;PROCUREMENT;CENTRALIZATION;INVESTMENT;CORRUPTION;PROVISION;TAX MIMICKING;PANEL-DATA;GOVERNMENTS;BEHAVIOR;POLITICAL BUDGET CYCLES;BUSINESS-CYCLE;MEDIA;GOVERNMENT;COUNTRIES;POLICY,43,PANEL-DATA,AMATEUR,BANK COMPETITION,3.728960711946591,1.0238095238095237,1,NA,NA,NA,Italy,Europe,5
2014,EU.REV.ECON.HIST.,4,1.5,0.5773502691896257,46,11.5,9,24,HETEROGENEOUS PANELS;SOCIAL NETWORKS;MIGRATION;TRADE;WORLD;SPAIN;LAW;AMERICA,8,AMERICA,HETEROGENEOUS PANELS,LAW,2.0794415416798357,1,1,NA,NA,NA,Italy,Europe,0
2014,EXP.ECON.HIST.,1,1,NA,13,13,NA,13,INVERSE PRODUCTIVITY;FARM SIZE;INSTITUTIONS;QUALITY;LABOR,5,FARM SIZE,INSTITUTIONS,INVERSE PRODUCTIVITY,1.6094379124341005,1,1,NA,NA,NA,Italy,Europe,0
2014,J.ECON.LIT.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2014,J.INTER.HIST.,4,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2014,J.PUBLIC.ECON,4,2.5,1,280,70,43.98484587521783,115,RESOURCE-ALLOCATION;GOODS;INSTITUTIONS;INEFFICIENCY;PROVISION;DEMOCRACY;POLICY;IMPACT;WOMEN;REGIONAL INVESTMENT INCENTIVES;PUBLIC PRODUCTION;NORTHERN-IRELAND;OPTIMAL TAXATION;EMPLOYMENT;IMPACT;PRODUCTIVITY;STATISTICS,17,IMPACT,DEMOCRACY,EMPLOYMENT,2.7516666169315167,1.0625,1,NA,NA,NA,Italy,Europe,1
2014,SOC.SCI.HIST.,2,1.5,0.7071067811865476,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2015,AMER.ECON.REV,1,3,NA,76,76,NA,76,FIELD EXPERIMENT;ELECTORAL COMPETITION;VALENCE COMPETITION;EMPIRICAL-EVIDENCE;US HOUSE;MODEL;CANDIDATE;EXPECTATIONS;ELECTIONS;PREFERENCES,10,CANDIDATE,ELECTIONS,ELECTORAL COMPETITION,2.3025850929940455,1,1,NA,NA,NA,Italy,Europe,1
2015,CLIO,1,2,NA,4,4,NA,4,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Italy,Europe,NA
2015,ECON.HIST.REV.,2,1.5,0.7071067811865476,20,10,14.142135623730951,20,INNOVATION;PATENTS;INDUSTRIALIZATION;STATISTICS,4,INDUSTRIALIZATION,INNOVATION,PATENTS,1.3862943611198906,1,1,NA,NA,NA,Italy,Europe,0
