.,Freq,freq,cum_freq,rank,gini
RANDOMIZATION TESTS,1,6.506731213440304e-6,0.9868629096795792,13745,-0.0021290930807276176
RANDOMIZED CLINICAL-TRIAL,1,6.506731213440304e-6,0.9868694164107926,13746,-0.0021290930807276176
RANDOMIZED SURVEY EXPERIMENT,1,6.506731213440304e-6,0.986875923142006,13747,-0.0021290930807276176
RANDOMIZED-RESPONSE,1,6.506731213440304e-6,0.9868824298732194,13748,-0.0021290930807276176
RANDOMIZED-RESPONSE TECHNIQUE,1,6.506731213440304e-6,0.9868889366044328,13749,-0.0021290930807276176
RANDOMIZED-TRIALS,1,6.506731213440304e-6,0.9868954433356462,13750,-0.0021290930807276176
RANGE TEMPORAL CORRELATIONS,1,6.506731213440304e-6,0.9869019500668595,13751,-0.0021290930807276176
RANK CORRELATION ESTIMATOR,1,6.506731213440304e-6,0.9869084567980729,13752,-0.0021290930807276176
RANK-DEPENDENT UTILITY,1,6.506731213440304e-6,0.9869149635292863,13753,-0.0021290930807276176
RANK-DOMINANCE,1,6.506731213440304e-6,0.9869214702604997,13754,-0.0021290930807276176
RANKING EFFICIENT UNITS,1,6.506731213440304e-6,0.9869279769917131,13755,-0.0021290930807276176
RAPID DIAGNOSTIC-TESTS,1,6.506731213440304e-6,0.9869344837229265,13756,-0.0021290930807276176
RAPID URBANIZATION,1,6.506731213440304e-6,0.9869409904541399,13757,-0.0021290930807276176
RARE,1,6.506731213440304e-6,0.9869474971853532,13758,-0.0021290930807276176
RATE BANDS,1,6.506731213440304e-6,0.9869540039165666,13759,-0.0021290930807276176
RATE CEILINGS,1,6.506731213440304e-6,0.98696051064778,13760,-0.0021290930807276176
RATE DEBT,1,6.506731213440304e-6,0.9869670173789934,13761,-0.0021290930807276176
RATE DEPENDENCE,1,6.506731213440304e-6,0.9869735241102068,13762,-0.0021290930807276176
RATE ECONOMICS,1,6.506731213440304e-6,0.9869800308414202,13763,-0.0021290930807276176
RATE FLUCTUATIONS,1,6.506731213440304e-6,0.9869865375726335,13764,-0.0021290930807276176
RATE FORECASTS,1,6.506731213440304e-6,0.9869930443038469,13765,-0.0021290930807276176
RATE MISALIGNMENT,1,6.506731213440304e-6,0.9869995510350603,13766,-0.0021290930807276176
RATE MODEL,1,6.506731213440304e-6,0.9870060577662737,13767,-0.0021290930807276176
RATE MOVEMENTS,1,6.506731213440304e-6,0.9870125644974871,13768,-0.0021290930807276176
RATE POLICY,1,6.506731213440304e-6,0.9870190712287005,13769,-0.0021290930807276176
RATE REGIME,1,6.506731213440304e-6,0.9870255779599139,13770,-0.0021290930807276176
RATE STABILITY,1,6.506731213440304e-6,0.9870320846911272,13771,-0.0021290930807276176
RATE-BASED STABILIZATIONS,1,6.506731213440304e-6,0.9870385914223406,13772,-0.0021290930807276176
RATE-OF-RETURN,1,6.506731213440304e-6,0.987045098153554,13773,-0.0021290930807276176
RATED HEALTH,1,6.506731213440304e-6,0.9870516048847674,13774,-0.0021290930807276176
RATES EVIDENCE,1,6.506731213440304e-6,0.9870581116159808,13775,-0.0021290930807276176
RATHER,1,6.506731213440304e-6,0.9870646183471942,13776,-0.0021290930807276176
RATIO TESTS,1,6.506731213440304e-6,0.9870711250784076,13777,-0.0021290930807276176
RATIONAL BEHAVIOR,1,6.506731213440304e-6,0.9870776318096209,13778,-0.0021290930807276176
RATIONAL CHOICE THEORY,1,6.506731213440304e-6,0.9870841385408343,13779,-0.0021290930807276176
RATIONAL IRRATIONALITY,1,6.506731213440304e-6,0.9870906452720477,13780,-0.0021290930807276176
RATIONAL PLAYERS,1,6.506731213440304e-6,0.9870971520032611,13781,-0.0021290930807276176
RATIONAL ROUTE,1,6.506731213440304e-6,0.9871036587344745,13782,-0.0021290930807276176
RATIONAL-EXPECTATIONS ECONOMY,1,6.506731213440304e-6,0.9871101654656879,13783,-0.0021290930807276176
RATIONAL-EXPECTATIONS EQUILIBRIA,1,6.506731213440304e-6,0.9871166721969012,13784,-0.0021290930807276176
RATIONALE,1,6.506731213440304e-6,0.9871231789281146,13785,-0.0021290930807276176
RATIONALITY TESTS,1,6.506731213440304e-6,0.987129685659328,13786,-0.0021290930807276176
RATIONALIZATION,1,6.506731213440304e-6,0.9871361923905414,13787,-0.0021290930807276176
RATS,1,6.506731213440304e-6,0.9871426991217548,13788,-0.0021290930807276176
RATTUS-RATTUS,1,6.506731213440304e-6,0.9871492058529682,13789,-0.0021290930807276176
RE-EXAMINATION,1,6.506731213440304e-6,0.9871557125841816,13790,-0.0021290930807276176
READ,1,6.506731213440304e-6,0.9871622193153949,13791,-0.0021290930807276176
READING INTERVENTIONS,1,6.506731213440304e-6,0.9871687260466083,13792,-0.0021290930807276176
READING OUTCOMES,1,6.506731213440304e-6,0.9871752327778217,13793,-0.0021290930807276176
READJUSTMENT,1,6.506731213440304e-6,0.9871817395090351,13794,-0.0021290930807276176
READMISSION RATES,1,6.506731213440304e-6,0.9871882462402485,13795,-0.0021290930807276176
REAGAN,1,6.506731213440304e-6,0.9871947529714619,13796,-0.0021290930807276176
REAL ACTIVITIES MANIPULATION,1,6.506731213440304e-6,0.9872012597026752,13797,-0.0021290930807276176
REAL ASSETS,1,6.506731213440304e-6,0.9872077664338886,13798,-0.0021290930807276176
REAL CONVERGENCE,1,6.506731213440304e-6,0.987214273165102,13799,-0.0021290930807276176
REAL ECONOMIC-ACTIVITY,1,6.506731213440304e-6,0.9872207798963154,13800,-0.0021290930807276176
REAL EFFORT,1,6.506731213440304e-6,0.9872272866275288,13801,-0.0021290930807276176
REAL INCOME,1,6.506731213440304e-6,0.9872337933587422,13802,-0.0021290930807276176
REAL INVESTMENT,1,6.506731213440304e-6,0.9872403000899556,13803,-0.0021290930807276176
REAL PRICES,1,6.506731213440304e-6,0.9872468068211689,13804,-0.0021290930807276176
REAL RATES,1,6.506731213440304e-6,0.9872533135523823,13805,-0.0021290930807276176
REAL TERM STRUCTURE,1,6.506731213440304e-6,0.9872598202835957,13806,-0.0021290930807276176
REAL WAGE,1,6.506731213440304e-6,0.9872663270148091,13807,-0.0021290930807276176
REAL WAGE CYCLICALITY,1,6.506731213440304e-6,0.9872728337460225,13808,-0.0021290930807276176
REAL-ESTATE INDEX,1,6.506731213440304e-6,0.9872793404772359,13809,-0.0021290930807276176
REAL-EXCHANGE-RATE,1,6.506731213440304e-6,0.9872858472084493,13810,-0.0021290930807276176
REAL-INTEREST-RATE,1,6.506731213440304e-6,0.9872923539396626,13811,-0.0021290930807276176
REAL-TIME FORECASTS,1,6.506731213440304e-6,0.987298860670876,13812,-0.0021290930807276176
REALIGNMENT,1,6.506731213440304e-6,0.9873053674020894,13813,-0.0021290930807276176
REALIGNMENT RISK,1,6.506731213440304e-6,0.9873118741333028,13814,-0.0021290930807276176
REALITIES,1,6.506731213440304e-6,0.9873183808645162,13815,-0.0021290930807276176
REALITY,1,6.506731213440304e-6,0.9873248875957296,13816,-0.0021290930807276176
REALIZATIONS,1,6.506731213440304e-6,0.987331394326943,13817,-0.0021290930807276176
REALIZED RANGE,1,6.506731213440304e-6,0.9873379010581563,13818,-0.0021290930807276176
REANALYSIS,1,6.506731213440304e-6,0.9873444077893697,13819,-0.0021290930807276176
REAPPRAISAL,1,6.506731213440304e-6,0.9873509145205831,13820,-0.0021290930807276176
REASON-BASED CHOICE,1,6.506731213440304e-6,0.9873574212517965,13821,-0.0021290930807276176
REBELLION,1,6.506731213440304e-6,0.9873639279830099,13822,-0.0021290930807276176
RECALL EXPECTATIONS,1,6.506731213440304e-6,0.9873704347142233,13823,-0.0021290930807276176
RECALLS,1,6.506731213440304e-6,0.9873769414454366,13824,-0.0021290930807276176
RECEIPTS,1,6.506731213440304e-6,0.98738344817665,13825,-0.0021290930807276176
RECEIVER-PAYS PRINCIPLE,1,6.506731213440304e-6,0.9873899549078634,13826,-0.0021290930807276176
RECENT FLOAT,1,6.506731213440304e-6,0.9873964616390768,13827,-0.0021290930807276176
RECENT POSITIVE SELECTION,1,6.506731213440304e-6,0.9874029683702902,13828,-0.0021290930807276176
RECENT SURGE,1,6.506731213440304e-6,0.9874094751015036,13829,-0.0021290930807276176
RECIDIVISM EVIDENCE,1,6.506731213440304e-6,0.987415981832717,13830,-0.0021290930807276176
RECIPROCAL DUMPING MODEL,1,6.506731213440304e-6,0.9874224885639303,13831,-0.0021290930807276176
RECLAIM,1,6.506731213440304e-6,0.9874289952951437,13832,-0.0021290930807276176
RECLASSIFICATION,1,6.506731213440304e-6,0.9874355020263571,13833,-0.0021290930807276176
RECOGNITION RATES,1,6.506731213440304e-6,0.9874420087575705,13834,-0.0021290930807276176
RECONSTRUCTION FINANCE CORPORATION,1,6.506731213440304e-6,0.9874485154887839,13835,-0.0021290930807276176
RECORDED MUSIC,1,6.506731213440304e-6,0.9874550222199973,13836,-0.0021290930807276176
RECOVERY ACT,1,6.506731213440304e-6,0.9874615289512106,13837,-0.0021290930807276176
RECOVERY TRIBUNALS,1,6.506731213440304e-6,0.987468035682424,13838,-0.0021290930807276176
RECOVERY-ACT,1,6.506731213440304e-6,0.9874745424136374,13839,-0.0021290930807276176
RECREATION DEMAND,1,6.506731213440304e-6,0.9874810491448508,13840,-0.0021290930807276176
RECREATIONAL MARIJUANA,1,6.506731213440304e-6,0.9874875558760642,13841,-0.0021290930807276176
RECTIFICATION,1,6.506731213440304e-6,0.9874940626072776,13842,-0.0021290930807276176
RECURRENCE INTERVALS,1,6.506731213440304e-6,0.987500569338491,13843,-0.0021290930807276176
RECURRENT MALIGNANT GLIOMAS,1,6.506731213440304e-6,0.9875070760697043,13844,-0.0021290930807276176
RECURSIVE EQUILIBRIA,1,6.506731213440304e-6,0.9875135828009177,13845,-0.0021290930807276176
RECURSIVE ESTIMATION,1,6.506731213440304e-6,0.9875200895321311,13846,-0.0021290930807276176
RECURSIVE MULTIPLE-PRIORS,1,6.506731213440304e-6,0.9875265962633445,13847,-0.0021290930807276176
RECURSIVE PREFERENCES,1,6.506731213440304e-6,0.9875331029945579,13848,-0.0021290930807276176
RECURSIVE UTILITY,1,6.506731213440304e-6,0.9875396097257713,13849,-0.0021290930807276176
RED,1,6.506731213440304e-6,0.9875461164569846,13850,-0.0021290930807276176
RED HERRINGS,1,6.506731213440304e-6,0.987552623188198,13851,-0.0021290930807276176
RED-ARMY,1,6.506731213440304e-6,0.9875591299194114,13852,-0.0021290930807276176
REDISTRIBUTING INCOME,1,6.506731213440304e-6,0.9875656366506248,13853,-0.0021290930807276176
REDUCE DIARRHEA,1,6.506731213440304e-6,0.9875721433818382,13854,-0.0021290930807276176
REDUCE HEIGHT,1,6.506731213440304e-6,0.9875786501130516,13855,-0.0021290930807276176
REDUCE POVERTY,1,6.506731213440304e-6,0.987585156844265,13856,-0.0021290930807276176
REDUCED FORM AUCTIONS,1,6.506731213440304e-6,0.9875916635754783,13857,-0.0021290930807276176
REDUCED-FORM,1,6.506731213440304e-6,0.9875981703066917,13858,-0.0021290930807276176
REDUCING CRIME,1,6.506731213440304e-6,0.9876046770379051,13859,-0.0021290930807276176
REDUCING INNOVATION,1,6.506731213440304e-6,0.9876111837691185,13860,-0.0021290930807276176
REDUCING WAITING-TIMES,1,6.506731213440304e-6,0.9876176905003319,13861,-0.0021290930807276176
REDUCTION PROGRAM,1,6.506731213440304e-6,0.9876241972315453,13862,-0.0021290930807276176
REDUNDANCY,1,6.506731213440304e-6,0.9876307039627586,13863,-0.0021290930807276176
REEF FISH,1,6.506731213440304e-6,0.987637210693972,13864,-0.0021290930807276176
REEMPLOYMENT SERVICES,1,6.506731213440304e-6,0.9876437174251854,13865,-0.0021290930807276176
REFEREES,1,6.506731213440304e-6,0.9876502241563988,13866,-0.0021290930807276176
REFERENCE PRICE,1,6.506731213440304e-6,0.9876567308876122,13867,-0.0021290930807276176
REFERENCE-DEPENDENT MODEL,1,6.506731213440304e-6,0.9876632376188256,13868,-0.0021290930807276176
REFERENDUMS,1,6.506731213440304e-6,0.987669744350039,13869,-0.0021290930807276176
REFERRAL PATTERNS,1,6.506731213440304e-6,0.9876762510812523,13870,-0.0021290930807276176
REFINEMENTS,1,6.506731213440304e-6,0.9876827578124657,13871,-0.0021290930807276176
REFLECT,1,6.506731213440304e-6,0.9876892645436791,13872,-0.0021290930807276176
REFORM LAW,1,6.506731213440304e-6,0.9876957712748925,13873,-0.0021290930807276176
REFORMULATION,1,6.506731213440304e-6,0.9877022780061059,13874,-0.0021290930807276176
REFRACTIVE ERROR,1,6.506731213440304e-6,0.9877087847373193,13875,-0.0021290930807276176
REFUGEE,1,6.506731213440304e-6,0.9877152914685327,13876,-0.0021290930807276176
REFUGEES PREFERENCES,1,6.506731213440304e-6,0.987721798199746,13877,-0.0021290930807276176
REFUNDS,1,6.506731213440304e-6,0.9877283049309594,13878,-0.0021290930807276176
REFUSALS,1,6.506731213440304e-6,0.9877348116621728,13879,-0.0021290930807276176
REG FD,1,6.506731213440304e-6,0.9877413183933862,13880,-0.0021290930807276176
REGARDING BEHAVIOR,1,6.506731213440304e-6,0.9877478251245996,13881,-0.0021290930807276176
REGIME CHANGES,1,6.506731213440304e-6,0.987754331855813,13882,-0.0021290930807276176
REGIME SURVIVAL,1,6.506731213440304e-6,0.9877608385870263,13883,-0.0021290930807276176
REGIME SWITCHING APPROACH,1,6.506731213440304e-6,0.9877673453182397,13884,-0.0021290930807276176
REGIME TRANSITION,1,6.506731213440304e-6,0.9877738520494531,13885,-0.0021290930807276176
REGIME-DEPENDENT DETERMINANTS,1,6.506731213440304e-6,0.9877803587806665,13886,-0.0021290930807276176
REGIME-SWITCHING GARCH,1,6.506731213440304e-6,0.9877868655118799,13887,-0.0021290930807276176
REGIONAL DIVERGENCE,1,6.506731213440304e-6,0.9877933722430933,13888,-0.0021290930807276176
REGIONAL ECONOMIC-GROWTH,1,6.506731213440304e-6,0.9877998789743067,13889,-0.0021290930807276176
REGIONAL ENERGY,1,6.506731213440304e-6,0.98780638570552,13890,-0.0021290930807276176
REGIONAL GDP,1,6.506731213440304e-6,0.9878128924367334,13891,-0.0021290930807276176
REGIONAL GRANTS,1,6.506731213440304e-6,0.9878193991679468,13892,-0.0021290930807276176
REGIONAL INCOME INEQUALITY,1,6.506731213440304e-6,0.9878259058991602,13893,-0.0021290930807276176
REGIONAL INVESTMENT INCENTIVES,1,6.506731213440304e-6,0.9878324126303736,13894,-0.0021290930807276176
REGIONAL LABOR-MARKET,1,6.506731213440304e-6,0.987838919361587,13895,-0.0021290930807276176
REGIONAL MIGRATION,1,6.506731213440304e-6,0.9878454260928003,13896,-0.0021290930807276176
REGIONAL ORIGIN,1,6.506731213440304e-6,0.9878519328240137,13897,-0.0021290930807276176
REGIONAL REDISTRIBUTION,1,6.506731213440304e-6,0.9878584395552271,13898,-0.0021290930807276176
REGIONAL SPECIALITY FOOD,1,6.506731213440304e-6,0.9878649462864405,13899,-0.0021290930807276176
REGIONAL TOURISM,1,6.506731213440304e-6,0.9878714530176539,13900,-0.0021290930807276176
REGIONAL TRADE,1,6.506731213440304e-6,0.9878779597488673,13901,-0.0021290930807276176
REGIONAL TRADE AGREEMENTS,1,6.506731213440304e-6,0.9878844664800807,13902,-0.0021290930807276176
REGRESS,1,6.506731213440304e-6,0.987890973211294,13903,-0.0021290930807276176
REGRESSION ADJUSTMENT,1,6.506731213440304e-6,0.9878974799425074,13904,-0.0021290930807276176
REGRESSION ADJUSTMENTS,1,6.506731213440304e-6,0.9879039866737208,13905,-0.0021290930807276176
REGRESSION ANALYSIS,1,6.506731213440304e-6,0.9879104934049342,13906,-0.0021290930807276176
REGRESSION DISCONTINUITY APPROACH,1,6.506731213440304e-6,0.9879170001361476,13907,-0.0021290930807276176
REGRESSION ESTIMATORS,1,6.506731213440304e-6,0.987923506867361,13908,-0.0021290930807276176
REGRESSION FUNCTION,1,6.506731213440304e-6,0.9879300135985744,13909,-0.0021290930807276176
REGRESSION KINK DESIGN,1,6.506731213440304e-6,0.9879365203297877,13910,-0.0021290930807276176
REGRESSION MODELS,1,6.506731213440304e-6,0.9879430270610011,13911,-0.0021290930807276176
REGRESSION SPLINES,1,6.506731213440304e-6,0.9879495337922145,13912,-0.0021290930807276176
REGULARITY,1,6.506731213440304e-6,0.9879560405234279,13913,-0.0021290930807276176
REGULATORY ARBITRAGE,1,6.506731213440304e-6,0.9879625472546413,13914,-0.0021290930807276176
REGULATORY FEDERALISM,1,6.506731213440304e-6,0.9879690539858547,13915,-0.0021290930807276176
REGULATORY POLICIES,1,6.506731213440304e-6,0.987975560717068,13916,-0.0021290930807276176
REGULATORY REFORM,1,6.506731213440304e-6,0.9879820674482814,13917,-0.0021290930807276176
REHABILITATION,1,6.506731213440304e-6,0.9879885741794948,13918,-0.0021290930807276176
REINTERPRETATION,1,6.506731213440304e-6,0.9879950809107082,13919,-0.0021290930807276176
REINVESTED FOREIGN EARNINGS,1,6.506731213440304e-6,0.9880015876419216,13920,-0.0021290930807276176
REIT,1,6.506731213440304e-6,0.988008094373135,13921,-0.0021290930807276176
REJECTED APPLICANTS,1,6.506731213440304e-6,0.9880146011043484,13922,-0.0021290930807276176
REJECTION,1,6.506731213440304e-6,0.9880211078355617,13923,-0.0021290930807276176
REJECTIVE MULTIPLE TEST,1,6.506731213440304e-6,0.9880276145667751,13924,-0.0021290930807276176
REJOINDER,1,6.506731213440304e-6,0.9880341212979885,13925,-0.0021290930807276176
RELAPSE,1,6.506731213440304e-6,0.9880406280292019,13926,-0.0021290930807276176
RELATIONAL COORDINATION,1,6.506731213440304e-6,0.9880471347604153,13927,-0.0021290930807276176
RELATIONSHIP-SPECIFICITY,1,6.506731213440304e-6,0.9880536414916287,13928,-0.0021290930807276176
RELATIVE AGE,1,6.506731213440304e-6,0.988060148222842,13929,-0.0021290930807276176
RELATIVE CONTRIBUTIONS,1,6.506731213440304e-6,0.9880666549540554,13930,-0.0021290930807276176
RELATIVE PAY,1,6.506731213440304e-6,0.9880731616852688,13931,-0.0021290930807276176
RELATIVE PRICE DISTORTIONS,1,6.506731213440304e-6,0.9880796684164822,13932,-0.0021290930807276176
RELEASE INVENTORY,1,6.506731213440304e-6,0.9880861751476956,13933,-0.0021290930807276176
RELEVANCE,1,6.506731213440304e-6,0.988092681878909,13934,-0.0021290930807276176
RELEVANT,1,6.506731213440304e-6,0.9880991886101224,13935,-0.0021290930807276176
RELIEF RECONCILIATION ACT,1,6.506731213440304e-6,0.9881056953413357,13936,-0.0021290930807276176
RELIGION INFLUENCE FERTILITY,1,6.506731213440304e-6,0.9881122020725491,13937,-0.0021290930807276176
RELIGIOUS INTERMARRIAGE,1,6.506731213440304e-6,0.9881187088037625,13938,-0.0021290930807276176
RELIGIOUS ORGANIZATIONS,1,6.506731213440304e-6,0.9881252155349759,13939,-0.0021290930807276176
RELIGIOUS VOCATIONS,1,6.506731213440304e-6,0.9881317222661893,13940,-0.0021290930807276176
RELUCTANT RESPONDENTS,1,6.506731213440304e-6,0.9881382289974027,13941,-0.0021290930807276176
REMEDIAL-EDUCATION,1,6.506731213440304e-6,0.988144735728616,13942,-0.0021290930807276176
REMOTENESS,1,6.506731213440304e-6,0.9881512424598294,13943,-0.0021290930807276176
RENAL-TRANSPLANTATION,1,6.506731213440304e-6,0.9881577491910428,13944,-0.0021290930807276176
RENEGOTIATION DESIGN,1,6.506731213440304e-6,0.9881642559222562,13945,-0.0021290930807276176
RENEWABLE ENERGY STOCK,1,6.506731213440304e-6,0.9881707626534696,13946,-0.0021290930807276176
RENEWABLE RESOURCE,1,6.506731213440304e-6,0.988177269384683,13947,-0.0021290930807276176
RENT EXTRACTION,1,6.506731213440304e-6,0.9881837761158964,13948,-0.0021290930807276176
RENT-SEEKING BUREAUCRACIES,1,6.506731213440304e-6,0.9881902828471097,13949,-0.0021290930807276176
RENT-SEEKING SOCIETY,1,6.506731213440304e-6,0.9881967895783231,13950,-0.0021290930807276176
RENTAL HOUSING MARKETS,1,6.506731213440304e-6,0.9882032963095365,13951,-0.0021290930807276176
RENTAL MARKET PARTICIPATION,1,6.506731213440304e-6,0.9882098030407499,13952,-0.0021290930807276176
RENTAL MARKETS,1,6.506731213440304e-6,0.9882163097719633,13953,-0.0021290930807276176
REPARATION,1,6.506731213440304e-6,0.9882228165031767,13954,-0.0021290930807276176
REPAYMENT,1,6.506731213440304e-6,0.9882293232343901,13955,-0.0021290930807276176
REPAYMENT PERFORMANCE,1,6.506731213440304e-6,0.9882358299656034,13956,-0.0021290930807276176
REPEAT-SALES,1,6.506731213440304e-6,0.9882423366968168,13957,-0.0021290930807276176
REPEATED TRUST GAME,1,6.506731213440304e-6,0.9882488434280302,13958,-0.0021290930807276176
REPLENISHMENT MODEL,1,6.506731213440304e-6,0.9882553501592436,13959,-0.0021290930807276176
REPLENISHMENT POLICY,1,6.506731213440304e-6,0.988261856890457,13960,-0.0021290930807276176
REPORT READABILITY,1,6.506731213440304e-6,0.9882683636216704,13961,-0.0021290930807276176
REPORTING FREQUENCY,1,6.506731213440304e-6,0.9882748703528837,13962,-0.0021290930807276176
REPORTING HETEROGENEITY,1,6.506731213440304e-6,0.9882813770840971,13963,-0.0021290930807276176
REPRESENTATION-THEORY,1,6.506731213440304e-6,0.9882878838153105,13964,-0.0021290930807276176
REPRESENTATIVENESS,1,6.506731213440304e-6,0.9882943905465239,13965,-0.0021290930807276176
REPRODUCIBILITY,1,6.506731213440304e-6,0.9883008972777373,13966,-0.0021290930807276176
REPRODUCTIVE HEALTH,1,6.506731213440304e-6,0.9883074040089507,13967,-0.0021290930807276176
REPRODUCTIVE HEALTH ISSUES,1,6.506731213440304e-6,0.9883139107401641,13968,-0.0021290930807276176
REPRODUCTIVE SUCCESS,1,6.506731213440304e-6,0.9883204174713774,13969,-0.0021290930807276176
REPUBLIC-OF-CHINA,1,6.506731213440304e-6,0.9883269242025908,13970,-0.0021290930807276176
REPUBLIC-OF-CONGO,1,6.506731213440304e-6,0.9883334309338042,13971,-0.0021290930807276176
REPUGNANCE,1,6.506731213440304e-6,0.9883399376650176,13972,-0.0021290930807276176
REPURCHASE,1,6.506731213440304e-6,0.988346444396231,13973,-0.0021290930807276176
REPURCHASE PROGRAMS,1,6.506731213440304e-6,0.9883529511274444,13974,-0.0021290930807276176
REPUTATIONAL INCENTIVES,1,6.506731213440304e-6,0.9883594578586578,13975,-0.0021290930807276176
REPUTATIONS,1,6.506731213440304e-6,0.9883659645898711,13976,-0.0021290930807276176
RERANDOMIZATION,1,6.506731213440304e-6,0.9883724713210845,13977,-0.0021290930807276176
RES,1,6.506731213440304e-6,0.9883789780522979,13978,-0.0021290930807276176
RESALE,1,6.506731213440304e-6,0.9883854847835113,13979,-0.0021290930807276176
RESALE MARKETS,1,6.506731213440304e-6,0.9883919915147247,13980,-0.0021290930807276176
RESAMPLING METHODS,1,6.506731213440304e-6,0.9883984982459381,13981,-0.0021290930807276176
RESEARCH JOINT VENTURE,1,6.506731213440304e-6,0.9884050049771514,13982,-0.0021290930807276176
RESERVE ACCUMULATION,1,6.506731213440304e-6,0.9884115117083648,13983,-0.0021290930807276176
RESERVE CURRENCY,1,6.506731213440304e-6,0.9884180184395782,13984,-0.0021290930807276176
RESERVE PRICE,1,6.506731213440304e-6,0.9884245251707916,13985,-0.0021290930807276176
RESERVE PRICES,1,6.506731213440304e-6,0.988431031902005,13986,-0.0021290930807276176
RESERVE-BANK PRESIDENTS,1,6.506731213440304e-6,0.9884375386332184,13987,-0.0021290930807276176
RESETTLEMENT,1,6.506731213440304e-6,0.9884440453644318,13988,-0.0021290930807276176
RESIDENCE,1,6.506731213440304e-6,0.9884505520956451,13989,-0.0021290930807276176
RESIDENT TUITION,1,6.506731213440304e-6,0.9884570588268585,13990,-0.0021290930807276176
RESIDENTIAL LOCATION,1,6.506731213440304e-6,0.9884635655580719,13991,-0.0021290930807276176
RESIDENTIAL MORTGAGES,1,6.506731213440304e-6,0.9884700722892853,13992,-0.0021290930807276176
RESIDENTIAL PROPERTY,1,6.506731213440304e-6,0.9884765790204987,13993,-0.0021290930807276176
RESIDENTIAL SUCCESSION,1,6.506731213440304e-6,0.9884830857517121,13994,-0.0021290930807276176
RESIDUALIZATION,1,6.506731213440304e-6,0.9884895924829254,13995,-0.0021290930807276176
RESISTANCE MANAGEMENT,1,6.506731213440304e-6,0.9884960992141388,13996,-0.0021290930807276176
RESOURCE DEPLETION,1,6.506731213440304e-6,0.9885026059453522,13997,-0.0021290930807276176
RESOURCE PRICES,1,6.506731213440304e-6,0.9885091126765656,13998,-0.0021290930807276176
RESOURCE RENTS,1,6.506731213440304e-6,0.988515619407779,13999,-0.0021290930807276176
RESOURCE-POOR SETTINGS,1,6.506731213440304e-6,0.9885221261389924,14000,-0.0021290930807276176
RESOURCE-RICH,1,6.506731213440304e-6,0.9885286328702058,14001,-0.0021290930807276176
RESPECT,1,6.506731213440304e-6,0.9885351396014191,14002,-0.0021290930807276176
RESPIRATORY-INFECTIONS,1,6.506731213440304e-6,0.9885416463326325,14003,-0.0021290930807276176
RESPIRATORY-TRACT INFECTIONS,1,6.506731213440304e-6,0.9885481530638459,14004,-0.0021290930807276176
RESPONDS,1,6.506731213440304e-6,0.9885546597950593,14005,-0.0021290930807276176
RESPONSE ERROR,1,6.506731213440304e-6,0.9885611665262727,14006,-0.0021290930807276176
RESPONSE RATES,1,6.506731213440304e-6,0.9885676732574861,14007,-0.0021290930807276176
RESPONSE VARIABLES,1,6.506731213440304e-6,0.9885741799886995,14008,-0.0021290930807276176
RESPONSIBILITY SYSTEM,1,6.506731213440304e-6,0.9885806867199128,14009,-0.0021290930807276176
RESPONSIVE STIMULATION,1,6.506731213440304e-6,0.9885871934511262,14010,-0.0021290930807276176
REST,1,6.506731213440304e-6,0.9885937001823396,14011,-0.0021290930807276176
RESTATEMENTS,1,6.506731213440304e-6,0.988600206913553,14012,-0.0021290930807276176
RESTAURANT PRICES,1,6.506731213440304e-6,0.9886067136447664,14013,-0.0021290930807276176
RESTITUTION,1,6.506731213440304e-6,0.9886132203759798,14014,-0.0021290930807276176
RESTRICTION,1,6.506731213440304e-6,0.9886197271071931,14015,-0.0021290930807276176
RESTRUCTURINGS,1,6.506731213440304e-6,0.9886262338384065,14016,-0.0021290930807276176
RETAIL GASOLINE MARKET,1,6.506731213440304e-6,0.9886327405696199,14017,-0.0021290930807276176
RETAIL GASOLINE MARKETS,1,6.506731213440304e-6,0.9886392473008333,14018,-0.0021290930807276176
RETAIL GASOLINE PRICES,1,6.506731213440304e-6,0.9886457540320467,14019,-0.0021290930807276176
RETAIL INVESTORS,1,6.506731213440304e-6,0.9886522607632601,14020,-0.0021290930807276176
RETAIL MARGINS,1,6.506731213440304e-6,0.9886587674944735,14021,-0.0021290930807276176
RETAIL SHOPS,1,6.506731213440304e-6,0.9886652742256868,14022,-0.0021290930807276176
RETAIL SUPPLY CHAIN,1,6.506731213440304e-6,0.9886717809569002,14023,-0.0021290930807276176
RETAIL TRADE,1,6.506731213440304e-6,0.9886782876881136,14024,-0.0021290930807276176
RETAIL-PRICES,1,6.506731213440304e-6,0.988684794419327,14025,-0.0021290930807276176
RETAILER CHANNEL,1,6.506731213440304e-6,0.9886913011505404,14026,-0.0021290930807276176
RETAILER SUPPLY CHAINS,1,6.506731213440304e-6,0.9886978078817538,14027,-0.0021290930807276176
RETENTION ELECTIONS,1,6.506731213440304e-6,0.98870431461296715,14028,-0.0021290930807276176
RETENTION-COEFFICIENT,1,6.506731213440304e-6,0.9887108213441805,14029,-0.0021290930807276176
RETINA,1,6.506731213440304e-6,0.9887173280753939,14030,-0.0021290930807276176
RETIREMENT AGE,1,6.506731213440304e-6,0.9887238348066073,14031,-0.0021290930807276176
RETIREMENT DECISION,1,6.506731213440304e-6,0.9887303415378207,14032,-0.0021290930807276176
